offer_idx,b,r_x,r_y,env_id,mu_true_mean,mu_true_noise,regret_t,EV,Q_star,o_star,regret_exp,ece,mismatch,policy_error,regret_bound_t,temperature,model,L_eff,C,rho,slack,covered,t,trial,cum_regret,cum_regret_bound,history_length,intervention_mode,intervention_applied
1,1,1,1,general,"[0.5, 0.5]","[0.5754519731100167, 0.42454802688998333]",0.75,2.25,3.0,1,0.75,0.0,0.39499941497973523,0.1050005850202648,2.5,0.8,gpt-4o,5,0.7142857142857143,3.3333333333333335,1.75,True,1,0,0.75,2.5,5,target,False
1,0,5,0,general,"[0.5, 0.5]","[0.7258917777154578, 0.27410822228454224]",1.4996892616636615e-12,2.9999999999985003,3.0,1,1.4996892616636615e-12,0.30000000000000004,0.152608664841631,0.1050005850202648,2.3594748207380505,0.8,gpt-4o,5,0.7142857142857143,2359474820.7380505,2.359474820736551,True,2,0,0.7500000000014997,4.8594748207380505,5,target,True
1,1,1,1,general,"[0.5, 0.5]","[0.3628198208517387, 0.6371801791482613]",1.4996892616636615e-12,2.9999999999985003,3.0,1,1.4996892616636615e-12,0.0,0.1050005850192648,0.1050005850202648,1.0500058501976481,0.8,gpt-4o,5,0.7142857142857143,1050005850.197648,1.0500058501961484,True,3,0,0.7500000000029994,5.909480670935698,5,target,True
1,0,5,0,general,"[0.5, 0.5]","[0.474818132821633, 0.525181867178367]",1.4996892616636615e-12,2.9999999999985003,3.0,1,1.4996892616636615e-12,0.17,0.13010847436199774,0.1050005850202648,1.7826881540541701,0.8,gpt-4o,5,0.7142857142857143,1782688154.0541701,1.7826881540526704,True,4,0,0.7500000000044991,7.692168824989869,5,target,True
1,0,5,0,general,"[0.5, 0.5]","[0.7250669927658224, 0.27493300723417763]",1.4996892616636615e-12,2.9999999999985003,3.0,1,1.4996892616636615e-12,0.0,0.1050005850192648,0.1050005850202648,1.0500058501976481,0.8,gpt-4o,5,0.7142857142857143,1050005850.197648,1.0500058501961484,True,5,0,0.7500000000059988,8.742174675187517,5,target,True
1,0,5,0,general,"[0.5, 0.5]","[0.6356353229130899, 0.3643646770869101]",1.4996892616636615e-12,2.9999999999985003,3.0,1,1.4996892616636615e-12,0.09999999999999998,0.11920292202111764,0.1050005850202648,1.4781603923497695,0.8,gpt-4o,5,0.7142857142857143,1478160392.3497694,1.4781603923482698,True,6,0,0.7500000000074984,10.220335067537286,5,target,True
1,1,1,1,general,"[0.5, 0.5]","[0.7044086818433666, 0.2955913181566335]",1.4996892616636615e-12,2.9999999999985003,3.0,1,1.4996892616636615e-12,0.1666666667,0.08463675236793386,0.1050005850202648,1.5434247822981362,0.8,gpt-4o,5,0.7142857142857143,1543424782.298136,1.5434247822966365,True,7,0,0.7500000000089981,11.763759849835422,5,target,True
1,0,5,0,general,"[0.5, 0.5]","[0.7684221490484271, 0.23157785095157293]",1.4996892616636615e-12,2.9999999999985003,3.0,1,1.4996892616636615e-12,0.07142857142857142,0.11498363458610664,0.1050005850202648,1.3550231388481837,0.8,gpt-4o,5,0.7142857142857143,1355023138.8481836,1.355023138846684,True,8,0,0.7500000000104978,13.118782988683606,5,target,True
1,0,5,0,general,"[0.5, 0.5]","[0.6259097875447862, 0.3740902124552138]",1.4996892616636615e-12,2.9999999999985003,3.0,1,1.4996892616636615e-12,0.125,0.08936373702992925,0.1050005850202648,1.4182501816795416,0.8,gpt-4o,5,0.7142857142857143,1418250181.6795416,1.418250181678042,True,9,0,0.7500000000119975,14.537033170363147,5,target,True
1,1,1,1,general,"[0.5, 0.5]","[0.5008989002859634, 0.49910109971403666]",1.4996892616636615e-12,2.9999999999985003,3.0,1,1.4996892616636615e-12,0.1667,0.08463306323637662,0.1050005850202648,1.54352538414035,0.8,gpt-4o,5,0.7142857142857143,1543525384.1403499,1.5435253841388503,True,10,0,0.7500000000134972,16.080558554503497,5,target,True
